Unicode,UTF-8,Description
U+1F64E U+1F3FE U+200D U+2640 U+FE0F,🙎🏾‍♀️,woman pouting; medium-dark skin tone
U+1F64E U+1F3FE U+200D U+2642 U+FE0F,🙎🏾‍♂️,man pouting; medium-dark skin tone
U+1F64E U+1F3FF,🙎🏿,person pouting; dark skin tone
U+1F64E U+1F3FF U+200D U+2640 U+FE0F,🙎🏿‍♀️,woman pouting; dark skin tone
U+1F64E U+1F3FF U+200D U+2642 U+FE0F,🙎🏿‍♂️,man pouting; dark skin tone
U+1F64E U+200D U+2640 U+FE0F,🙎‍♀️,woman pouting
U+1F64E U+200D U+2642 U+FE0F,🙎‍♂️,man pouting
U+1F64F,🙏,folded hands
U+1F64F U+1F3FB,🙏🏻,folded hands; light skin tone
U+1F64F U+1F3FC,🙏🏼,folded hands; medium-light skin tone
U+1F64F U+1F3FD,🙏🏽,folded hands; medium skin tone
U+1F64F U+1F3FE,🙏🏾,folded hands; medium-dark skin tone
U+1F64F U+1F3FF,🙏🏿,folded hands; dark skin tone
U+1F680,🚀,rocket
U+1F681,🚁,helicopter
U+1F682,🚂,locomotive
U+1F683,🚃,railway car
U+1F684,🚄,high-speed train
U+1F685,🚅,bullet train
U+1F686,🚆,train
U+1F687,🚇,metro
U+1F688,🚈,light rail
U+1F689,🚉,station
U+1F68A,🚊,tram
U+1F68B,🚋,tram car
U+1F68C,🚌,bus
U+1F68D,🚍,oncoming bus
U+1F68E,🚎,trolleybus
U+1F68F,🚏,bus stop
U+1F690,🚐,minibus
U+1F691,🚑,ambulance
U+1F692,🚒,fire engine
U+1F693,🚓,police car
U+1F694,🚔,oncoming police car
U+1F695,🚕,taxi
U+1F696,🚖,oncoming taxi
U+1F697,🚗,automobile
U+1F698,🚘,oncoming automobile
U+1F699,🚙,sport utility vehicle
U+1F69A,🚚,delivery truck
U+1F69B,🚛,articulated lorry
U+1F69C,🚜,tractor
U+1F69D,🚝,monorail
U+1F69E,🚞,mountain railway
U+1F69F,🚟,suspension railway
U+1F6A0,🚠,mountain cableway
U+1F6A1,🚡,aerial tramway
U+1F6A2,🚢,ship
U+1F6A3,🚣,person rowing boat
U+1F6A3 U+1F3FB,🚣🏻,person rowing boat; light skin tone
U+1F6A3 U+1F3FB U+200D U+2640 U+FE0F,🚣🏻‍♀️,woman rowing boat; light skin tone
U+1F6A3 U+1F3FB U+200D U+2642 U+FE0F,🚣🏻‍♂️,man rowing boat; light skin tone
U+1F6A3 U+1F3FC,🚣🏼,person rowing boat; medium-light skin tone
U+1F6A3 U+1F3FC U+200D U+2640 U+FE0F,🚣🏼‍♀️,woman rowing boat; medium-light skin tone
U+1F6A3 U+1F3FC U+200D U+2642 U+FE0F,🚣🏼‍♂️,man rowing boat; medium-light skin tone
U+1F6A3 U+1F3FD,🚣🏽,person rowing boat; medium skin tone
U+1F6A3 U+1F3FD U+200D U+2640 U+FE0F,🚣🏽‍♀️,woman rowing boat; medium skin tone
U+1F6A3 U+1F3FD U+200D U+2642 U+FE0F,🚣🏽‍♂️,man rowing boat; medium skin tone
U+1F6A3 U+1F3FE,🚣🏾,person rowing boat; medium-dark skin tone
U+1F6A3 U+1F3FE U+200D U+2640 U+FE0F,🚣🏾‍♀️,woman rowing boat; medium-dark skin tone
U+1F6A3 U+1F3FE U+200D U+2642 U+FE0F,🚣🏾‍♂️,man rowing boat; medium-dark skin tone
U+1F6A3 U+1F3FF,🚣🏿,person rowing boat; dark skin tone
U+1F6A3 U+1F3FF U+200D U+2640 U+FE0F,🚣🏿‍♀️,woman rowing boat; dark skin tone
U+1F6A3 U+1F3FF U+200D U+2642 U+FE0F,🚣🏿‍♂️,man rowing boat; dark skin tone
U+1F6A3 U+200D U+2640 U+FE0F,🚣‍♀️,woman rowing boat
U+1F6A3 U+200D U+2642 U+FE0F,🚣‍♂️,man rowing boat
U+1F6A4,🚤,speedboat
U+1F6A5,🚥,horizontal traffic light
U+1F6A6,🚦,vertical traffic light
U+1F6A7,🚧,construction
U+1F6A8,🚨,police car light
U+1F6A9,🚩,triangular flag
U+1F6AA,🚪,door
U+1F6AB,🚫,prohibited
U+1F6AC,🚬,cigarette
U+1F6AD,🚭,no smoking
U+1F6AE,🚮,litter in bin sign
U+1F6AF,🚯,no littering
U+1F6B0,🚰,potable water
U+1F6B1,🚱,non-potable water
U+1F6B2,🚲,bicycle
U+1F6B3,🚳,no bicycles
U+1F6B4,🚴,person biking
U+1F6B4 U+1F3FB,🚴🏻,person biking; light skin tone
U+1F6B4 U+1F3FB U+200D U+2640 U+FE0F,🚴🏻‍♀️,woman biking; light skin tone
U+1F6B4 U+1F3FB U+200D U+2642 U+FE0F,🚴🏻‍♂️,man biking; light skin tone
U+1F6B4 U+1F3FC,🚴🏼,person biking; medium-light skin tone
U+1F6B4 U+1F3FC U+200D U+2640 U+FE0F,🚴🏼‍♀️,woman biking; medium-light skin tone
U+1F6B4 U+1F3FC U+200D U+2642 U+FE0F,🚴🏼‍♂️,man biking; medium-light skin tone
U+1F6B4 U+1F3FD,🚴🏽,person biking; medium skin tone
U+1F6B4 U+1F3FD U+200D U+2640 U+FE0F,🚴🏽‍♀️,woman biking; medium skin tone
U+1F6B4 U+1F3FD U+200D U+2642 U+FE0F,🚴🏽‍♂️,man biking; medium skin tone
U+1F6B4 U+1F3FE,🚴🏾,person biking; medium-dark skin tone
U+1F6B4 U+1F3FE U+200D U+2640 U+FE0F,🚴🏾‍♀️,woman biking; medium-dark skin tone
U+1F6B4 U+1F3FE U+200D U+2642 U+FE0F,🚴🏾‍♂️,man biking; medium-dark skin tone
U+1F6B4 U+1F3FF,🚴🏿,person biking; dark skin tone
U+1F6B4 U+1F3FF U+200D U+2640 U+FE0F,🚴🏿‍♀️,woman biking; dark skin tone
U+1F6B4 U+1F3FF U+200D U+2642 U+FE0F,🚴🏿‍♂️,man biking; dark skin tone
U+1F6B4 U+200D U+2640 U+FE0F,🚴‍♀️,woman biking
U+1F6B4 U+200D U+2642 U+FE0F,🚴‍♂️,man biking
U+1F6B5,🚵,person mountain biking
U+1F6B5 U+1F3FB,🚵🏻,person mountain biking; light skin tone
U+1F6B5 U+1F3FB U+200D U+2640 U+FE0F,🚵🏻‍♀️,woman mountain biking; light skin tone
U+1F6B5 U+1F3FB U+200D U+2642 U+FE0F,🚵🏻‍♂️,man mountain biking; light skin tone
U+1F6B5 U+1F3FC,🚵🏼,person mountain biking; medium-light skin tone
U+1F6B5 U+1F3FC U+200D U+2640 U+FE0F,🚵🏼‍♀️,woman mountain biking; medium-light skin tone
U+1F6B5 U+1F3FC U+200D U+2642 U+FE0F,🚵🏼‍♂️,man mountain biking; medium-light skin tone
U+1F6B5 U+1F3FD,🚵🏽,person mountain biking; medium skin tone
U+1F6B5 U+1F3FD U+200D U+2640 U+FE0F,🚵🏽‍♀️,woman mountain biking; medium skin tone
U+1F6B5 U+1F3FD U+200D U+2642 U+FE0F,🚵🏽‍♂️,man mountain biking; medium skin tone
U+1F6B5 U+1F3FE,🚵🏾,person mountain biking; medium-dark skin tone
U+1F6B5 U+1F3FE U+200D U+2640 U+FE0F,🚵🏾‍♀️,woman mountain biking; medium-dark skin tone
U+1F6B5 U+1F3FE U+200D U+2642 U+FE0F,🚵🏾‍♂️,man mountain biking; medium-dark skin tone
U+1F6B5 U+1F3FF,🚵🏿,person mountain biking; dark skin tone
U+1F6B5 U+1F3FF U+200D U+2640 U+FE0F,🚵🏿‍♀️,woman mountain biking; dark skin tone
U+1F6B5 U+1F3FF U+200D U+2642 U+FE0F,🚵🏿‍♂️,man mountain biking; dark skin tone
U+1F6B5 U+200D U+2640 U+FE0F,🚵‍♀️,woman mountain biking
U+1F6B5 U+200D U+2642 U+FE0F,🚵‍♂️,man mountain biking
U+1F6B6,🚶,person walking
U+1F6B6 U+1F3FB,🚶🏻,person walking; light skin tone
U+1F6B6 U+1F3FB U+200D U+2640 U+FE0F,🚶🏻‍♀️,woman walking; light skin tone
U+1F6B6 U+1F3FB U+200D U+2642 U+FE0F,🚶🏻‍♂️,man walking; light skin tone
U+1F6B6 U+1F3FC,🚶🏼,person walking; medium-light skin tone
U+1F6B6 U+1F3FC U+200D U+2640 U+FE0F,🚶🏼‍♀️,woman walking; medium-light skin tone
U+1F6B6 U+1F3FC U+200D U+2642 U+FE0F,🚶🏼‍♂️,man walking; medium-light skin tone
U+1F6B6 U+1F3FD,🚶🏽,person walking; medium skin tone
U+1F6B6 U+1F3FD U+200D U+2640 U+FE0F,🚶🏽‍♀️,woman walking; medium skin tone
U+1F6B6 U+1F3FD U+200D U+2642 U+FE0F,🚶🏽‍♂️,man walking; medium skin tone
U+1F6B6 U+1F3FE,🚶🏾,person walking; medium-dark skin tone
U+1F6B6 U+1F3FE U+200D U+2640 U+FE0F,🚶🏾‍♀️,woman walking; medium-dark skin tone
U+1F6B6 U+1F3FE U+200D U+2642 U+FE0F,🚶🏾‍♂️,man walking; medium-dark skin tone
U+1F6B6 U+1F3FF,🚶🏿,person walking; dark skin tone
U+1F6B6 U+1F3FF U+200D U+2640 U+FE0F,🚶🏿‍♀️,woman walking; dark skin tone
U+1F6B6 U+1F3FF U+200D U+2642 U+FE0F,🚶🏿‍♂️,man walking; dark skin tone
U+1F6B6 U+200D U+2640 U+FE0F,🚶‍♀️,woman walking
U+1F6B6 U+200D U+2642 U+FE0F,🚶‍♂️,man walking
U+1F6B7,🚷,no pedestrians
U+1F6B8,🚸,children crossing
U+1F6B9,🚹,men's room
U+1F6BA,🚺,women's room
U+1F6BB,🚻,restroom
U+1F6BC,🚼,baby symbol
U+1F6BD,🚽,toilet
U+1F6BE,🚾,water closet
U+1F6BF,🚿,shower
U+1F6C0,🛀,person taking bath
U+1F6C0 U+1F3FB,🛀🏻,person taking bath; light skin tone
U+1F6C0 U+1F3FC,🛀🏼,person taking bath; medium-light skin tone
U+1F6C0 U+1F3FD,🛀🏽,person taking bath; medium skin tone
U+1F6C0 U+1F3FE,🛀🏾,person taking bath; medium-dark skin tone
U+1F6C0 U+1F3FF,🛀🏿,person taking bath; dark skin tone
U+1F6C1,🛁,bathtub
U+1F6C2,🛂,passport control
U+1F6C3,🛃,customs
U+1F6C4,🛄,baggage claim
U+1F6C5,🛅,left luggage
U+1F6CB,🛋,couch and lamp
U+1F6CC,🛌,person in bed
U+1F6CC U+1F3FB,🛌🏻,person in bed; light skin tone
U+1F6CC U+1F3FC,🛌🏼,person in bed; medium-light skin tone
U+1F6CC U+1F3FD,🛌🏽,person in bed; medium skin tone
U+1F6CC U+1F3FE,🛌🏾,person in bed; medium-dark skin tone
U+1F6CC U+1F3FF,🛌🏿,person in bed; dark skin tone
U+1F6CD,🛍,shopping bags
U+1F6CE,🛎,bellhop bell
U+1F6CF,🛏,bed
U+1F6D0,🛐,place of worship
U+1F6D1,🛑,stop sign
U+1F6D2,🛒,shopping cart
U+1F6E0,🛠,hammer and wrench
U+1F6E1,🛡,shield
U+1F6E2,🛢,oil drum
U+1F6E3,🛣,motorway
U+1F6E4,🛤,railway track
U+1F6E5,🛥,motor boat
U+1F6E9,🛩,small airplane
U+1F6EB,🛫,airplane departure
U+1F6EC,🛬,airplane arrival
U+1F6F0,🛰,satellite
U+1F6F3,🛳,passenger ship
U+1F6F4,🛴,kick scooter
U+1F6F5,🛵,motor scooter
U+1F6F6,🛶,canoe
U+1F6F7,🛷,sled
U+1F6F8,🛸,flying saucer
U+1F6F9,🛹,skateboard
U+1F910,🤐,zipper-mouth face
U+1F911,🤑,money-mouth face
U+1F912,🤒,face with thermometer
U+1F913,🤓,nerd face
U+1F914,🤔,thinking face
U+1F915,🤕,face with head-bandage
U+1F916,🤖,robot face
U+1F917,🤗,hugging face
U+1F918,🤘,sign of the horns
U+1F918 U+1F3FB,🤘🏻,sign of the horns; light skin tone
U+1F918 U+1F3FC,🤘🏼,sign of the horns; medium-light skin tone
U+1F918 U+1F3FD,🤘🏽,sign of the horns; medium skin tone
U+1F918 U+1F3FE,🤘🏾,sign of the horns; medium-dark skin tone
U+1F918 U+1F3FF,🤘🏿,sign of the horns; dark skin tone
U+1F919,🤙,call me hand
U+1F919 U+1F3FB,🤙🏻,call me hand; light skin tone
U+1F919 U+1F3FC,🤙🏼,call me hand; medium-light skin tone
U+1F919 U+1F3FD,🤙🏽,call me hand; medium skin tone
U+1F919 U+1F3FE,🤙🏾,call me hand; medium-dark skin tone
U+1F919 U+1F3FF,🤙🏿,call me hand; dark skin tone
U+1F91A,🤚,raised back of hand
U+1F91A U+1F3FB,🤚🏻,raised back of hand; light skin tone
U+1F91A U+1F3FC,🤚🏼,raised back of hand; medium-light skin tone
U+1F91A U+1F3FD,🤚🏽,raised back of hand; medium skin tone
U+1F91A U+1F3FE,🤚🏾,raised back of hand; medium-dark skin tone
U+1F91A U+1F3FF,🤚🏿,raised back of hand; dark skin tone
U+1F91B,🤛,left-facing fist
U+1F91B U+1F3FB,🤛🏻,left-facing fist; light skin tone
U+1F91B U+1F3FC,🤛🏼,left-facing fist; medium-light skin tone
U+1F91B U+1F3FD,🤛🏽,left-facing fist; medium skin tone
U+1F91B U+1F3FE,🤛🏾,left-facing fist; medium-dark skin tone
U+1F91B U+1F3FF,🤛🏿,left-facing fist; dark skin tone
U+1F91C,🤜,right-facing fist
U+1F91C U+1F3FB,🤜🏻,right-facing fist; light skin tone
U+1F91C U+1F3FC,🤜🏼,right-facing fist; medium-light skin tone
U+1F91C U+1F3FD,🤜🏽,right-facing fist; medium skin tone
U+1F91C U+1F3FE,🤜🏾,right-facing fist; medium-dark skin tone
U+1F91C U+1F3FF,🤜🏿,right-facing fist; dark skin tone
U+1F91D,🤝,handshake
U+1F91E,🤞,crossed fingers
U+1F91E U+1F3FB,🤞🏻,crossed fingers; light skin tone
U+1F91E U+1F3FC,🤞🏼,crossed fingers; medium-light skin tone
U+1F91E U+1F3FD,🤞🏽,crossed fingers; medium skin tone
U+1F91E U+1F3FE,🤞🏾,crossed fingers; medium-dark skin tone
U+1F91E U+1F3FF,🤞🏿,crossed fingers; dark skin tone
U+1F91F,🤟,love-you gesture
U+1F91F U+1F3FB,🤟🏻,love-you gesture; light skin tone
U+1F91F U+1F3FC,🤟🏼,love-you gesture; medium-light skin tone
U+1F91F U+1F3FD,🤟🏽,love-you gesture; medium skin tone
U+1F91F U+1F3FE,🤟🏾,love-you gesture; medium-dark skin tone
U+1F91F U+1F3FF,🤟🏿,love-you gesture; dark skin tone
U+1F920,🤠,cowboy hat face
U+1F921,🤡,clown face
U+1F922,🤢,nauseated face
U+1F923,🤣,rolling on the floor laughing
U+1F924,🤤,drooling face
U+1F925,🤥,lying face
U+1F926,🤦,person facepalming
U+1F926 U+1F3FB,🤦🏻,person facepalming; light skin tone
U+1F926 U+1F3FB U+200D U+2640 U+FE0F,🤦🏻‍♀️,woman facepalming; light skin tone
U+1F926 U+1F3FB U+200D U+2642 U+FE0F,🤦🏻‍♂️,man facepalming; light skin tone
U+1F926 U+1F3FC,🤦🏼,person facepalming; medium-light skin tone
U+1F926 U+1F3FC U+200D U+2640 U+FE0F,🤦🏼‍♀️,woman facepalming; medium-light skin tone
U+1F926 U+1F3FC U+200D U+2642 U+FE0F,🤦🏼‍♂️,man facepalming; medium-light skin tone
U+1F926 U+1F3FD,🤦🏽,person facepalming; medium skin tone
U+1F926 U+1F3FD U+200D U+2640 U+FE0F,🤦🏽‍♀️,woman facepalming; medium skin tone
U+1F926 U+1F3FD U+200D U+2642 U+FE0F,🤦🏽‍♂️,man facepalming; medium skin tone
U+1F926 U+1F3FE,🤦🏾,person facepalming; medium-dark skin tone
U+1F926 U+1F3FE U+200D U+2640 U+FE0F,🤦🏾‍♀️,woman facepalming; medium-dark skin tone
U+1F926 U+1F3FE U+200D U+2642 U+FE0F,🤦🏾‍♂️,man facepalming; medium-dark skin tone
U+1F926 U+1F3FF,🤦🏿,person facepalming; dark skin tone
U+1F926 U+1F3FF U+200D U+2640 U+FE0F,🤦🏿‍♀️,woman facepalming; dark skin tone
U+1F926 U+1F3FF U+200D U+2642 U+FE0F,🤦🏿‍♂️,man facepalming; dark skin tone
U+1F926 U+200D U+2640 U+FE0F,🤦‍♀️,woman facepalming
U+1F926 U+200D U+2642 U+FE0F,🤦‍♂️,man facepalming
U+1F927,🤧,sneezing face
U+1F928,🤨,face with raised eyebrow
U+1F929,🤩,star-struck
U+1F92A,🤪,zany face
U+1F92B,🤫,shushing face
U+1F92C,🤬,face with symbols on mouth
U+1F92D,🤭,face with hand over mouth
U+1F92E,🤮,face vomiting
U+1F92F,🤯,exploding head
U+1F930,🤰,pregnant woman
U+1F930 U+1F3FB,🤰🏻,pregnant woman; light skin tone
U+1F930 U+1F3FC,🤰🏼,pregnant woman; medium-light skin tone
U+1F930 U+1F3FD,🤰🏽,pregnant woman; medium skin tone
U+1F930 U+1F3FE,🤰🏾,pregnant woman; medium-dark skin tone
U+1F930 U+1F3FF,🤰🏿,pregnant woman; dark skin tone
U+1F931,🤱,breast-feeding
U+1F931 U+1F3FB,🤱🏻,breast-feeding; light skin tone
U+1F931 U+1F3FC,🤱🏼,breast-feeding; medium-light skin tone
U+1F931 U+1F3FD,🤱🏽,breast-feeding; medium skin tone
U+1F931 U+1F3FE,🤱🏾,breast-feeding; medium-dark skin tone
U+1F931 U+1F3FF,🤱🏿,breast-feeding; dark skin tone
U+1F932,🤲,palms up together
U+1F932 U+1F3FB,🤲🏻,palms up together; light skin tone
U+1F932 U+1F3FC,🤲🏼,palms up together; medium-light skin tone
U+1F932 U+1F3FD,🤲🏽,palms up together; medium skin tone
U+1F932 U+1F3FE,🤲🏾,palms up together; medium-dark skin tone
U+1F932 U+1F3FF,🤲🏿,palms up together; dark skin tone
U+1F933,🤳,selfie
U+1F933 U+1F3FB,🤳🏻,selfie; light skin tone
U+1F933 U+1F3FC,🤳🏼,selfie; medium-light skin tone
U+1F933 U+1F3FD,🤳🏽,selfie; medium skin tone
U+1F933 U+1F3FE,🤳🏾,selfie; medium-dark skin tone
U+1F933 U+1F3FF,🤳🏿,selfie; dark skin tone
U+1F934,🤴,prince
U+1F934 U+1F3FB,🤴🏻,prince; light skin tone
U+1F934 U+1F3FC,🤴🏼,prince; medium-light skin tone
U+1F934 U+1F3FD,🤴🏽,prince; medium skin tone
U+1F934 U+1F3FE,🤴🏾,prince; medium-dark skin tone
U+1F934 U+1F3FF,🤴🏿,prince; dark skin tone
U+1F935,🤵,man in tuxedo
U+1F935 U+1F3FB,🤵🏻,man in tuxedo; light skin tone
U+1F935 U+1F3FC,🤵🏼,man in tuxedo; medium-light skin tone
U+1F935 U+1F3FD,🤵🏽,man in tuxedo; medium skin tone
U+1F935 U+1F3FE,🤵🏾,man in tuxedo; medium-dark skin tone
U+1F935 U+1F3FF,🤵🏿,man in tuxedo; dark skin tone
U+1F936,🤶,Mrs. Claus
U+1F936 U+1F3FB,🤶🏻,Mrs. Claus; light skin tone
U+1F936 U+1F3FC,🤶🏼,Mrs. Claus; medium-light skin tone
U+1F936 U+1F3FD,🤶🏽,Mrs. Claus; medium skin tone
U+1F936 U+1F3FE,🤶🏾,Mrs. Claus; medium-dark skin tone
U+1F936 U+1F3FF,🤶🏿,Mrs. Claus; dark skin tone
U+1F937,🤷,person shrugging
U+1F937 U+1F3FB,🤷🏻,person shrugging; light skin tone
U+1F937 U+1F3FB U+200D U+2640 U+FE0F,🤷🏻‍♀️,woman shrugging; light skin tone
U+1F937 U+1F3FB U+200D U+2642 U+FE0F,🤷🏻‍♂️,man shrugging; light skin tone
U+1F937 U+1F3FC,🤷🏼,person shrugging; medium-light skin tone
U+1F937 U+1F3FC U+200D U+2640 U+FE0F,🤷🏼‍♀️,woman shrugging; medium-light skin tone
U+1F937 U+1F3FC U+200D U+2642 U+FE0F,🤷🏼‍♂️,man shrugging; medium-light skin tone
U+1F937 U+1F3FD,🤷🏽,person shrugging; medium skin tone
U+1F937 U+1F3FD U+200D U+2640 U+FE0F,🤷🏽‍♀️,woman shrugging; medium skin tone
U+1F937 U+1F3FD U+200D U+2642 U+FE0F,🤷🏽‍♂️,man shrugging; medium skin tone
U+1F937 U+1F3FE,🤷🏾,person shrugging; medium-dark skin tone
U+1F937 U+1F3FE U+200D U+2640 U+FE0F,🤷🏾‍♀️,woman shrugging; medium-dark skin tone
U+1F937 U+1F3FE U+200D U+2642 U+FE0F,🤷🏾‍♂️,man shrugging; medium-dark skin tone
U+1F937 U+1F3FF,🤷🏿,person shrugging; dark skin tone
U+1F937 U+1F3FF U+200D U+2640 U+FE0F,🤷🏿‍♀️,woman shrugging; dark skin tone
U+1F937 U+1F3FF U+200D U+2642 U+FE0F,🤷🏿‍♂️,man shrugging; dark skin tone
U+1F937 U+200D U+2640 U+FE0F,🤷‍♀️,woman shrugging
U+1F937 U+200D U+2642 U+FE0F,🤷‍♂️,man shrugging
U+1F938,🤸,person cartwheeling
U+1F938 U+1F3FB,🤸🏻,person cartwheeling; light skin tone
U+1F938 U+1F3FB U+200D U+2640 U+FE0F,🤸🏻‍♀️,woman cartwheeling; light skin tone
U+1F938 U+1F3FB U+200D U+2642 U+FE0F,🤸🏻‍♂️,man cartwheeling; light skin tone
U+1F938 U+1F3FC,🤸🏼,person cartwheeling; medium-light skin tone
U+1F938 U+1F3FC U+200D U+2640 U+FE0F,🤸🏼‍♀️,woman cartwheeling; medium-light skin tone
U+1F938 U+1F3FC U+200D U+2642 U+FE0F,🤸🏼‍♂️,man cartwheeling; medium-light skin tone
U+1F938 U+1F3FD,🤸🏽,person cartwheeling; medium skin tone
U+1F938 U+1F3FD U+200D U+2640 U+FE0F,🤸🏽‍♀️,woman cartwheeling; medium skin tone
U+1F938 U+1F3FD U+200D U+2642 U+FE0F,🤸🏽‍♂️,man cartwheeling; medium skin tone
U+1F938 U+1F3FE,🤸🏾,person cartwheeling; medium-dark skin tone
U+1F938 U+1F3FE U+200D U+2640 U+FE0F,🤸🏾‍♀️,woman cartwheeling; medium-dark skin tone
U+1F938 U+1F3FE U+200D U+2642 U+FE0F,🤸🏾‍♂️,man cartwheeling; medium-dark skin tone
U+1F938 U+1F3FF,🤸🏿,person cartwheeling; dark skin tone
U+1F938 U+1F3FF U+200D U+2640 U+FE0F,🤸🏿‍♀️,woman cartwheeling; dark skin tone
U+1F938 U+1F3FF U+200D U+2642 U+FE0F,🤸🏿‍♂️,man cartwheeling; dark skin tone
U+1F938 U+200D U+2640 U+FE0F,🤸‍♀️,woman cartwheeling
U+1F938 U+200D U+2642 U+FE0F,🤸‍♂️,man cartwheeling
U+1F939,🤹,person juggling
U+1F939 U+1F3FB,🤹🏻,person juggling; light skin tone
U+1F939 U+1F3FB U+200D U+2640 U+FE0F,🤹🏻‍♀️,woman juggling; light skin tone
U+1F939 U+1F3FB U+200D U+2642 U+FE0F,🤹🏻‍♂️,man juggling; light skin tone
U+1F939 U+1F3FC,🤹🏼,person juggling; medium-light skin tone
U+1F939 U+1F3FC U+200D U+2640 U+FE0F,🤹🏼‍♀️,woman juggling; medium-light skin tone
U+1F939 U+1F3FC U+200D U+2642 U+FE0F,🤹🏼‍♂️,man juggling; medium-light skin tone
U+1F939 U+1F3FD,🤹🏽,person juggling; medium skin tone
U+1F939 U+1F3FD U+200D U+2640 U+FE0F,🤹🏽‍♀️,woman juggling; medium skin tone
U+1F939 U+1F3FD U+200D U+2642 U+FE0F,🤹🏽‍♂️,man juggling; medium skin tone
U+1F939 U+1F3FE,🤹🏾,person juggling; medium-dark skin tone
U+1F939 U+1F3FE U+200D U+2640 U+FE0F,🤹🏾‍♀️,woman juggling; medium-dark skin tone
U+1F939 U+1F3FE U+200D U+2642 U+FE0F,🤹🏾‍♂️,man juggling; medium-dark skin tone
U+1F939 U+1F3FF,🤹🏿,person juggling; dark skin tone
U+1F939 U+1F3FF U+200D U+2640 U+FE0F,🤹🏿‍♀️,woman juggling; dark skin tone
U+1F939 U+1F3FF U+200D U+2642 U+FE0F,🤹🏿‍♂️,man juggling; dark skin tone
U+1F939 U+200D U+2640 U+FE0F,🤹‍♀️,woman juggling
U+1F939 U+200D U+2642 U+FE0F,🤹‍♂️,man juggling
U+1F93A,🤺,person fencing
U+1F93C,🤼,people wrestling
U+1F93C U+200D U+2640 U+FE0F,🤼‍♀️,women wrestling
U+1F93C U+200D U+2642 U+FE0F,🤼‍♂️,men wrestling
U+1F93D,🤽,person playing water polo
U+1F93D U+1F3FB,🤽🏻,person playing water polo; light skin tone
U+1F93D U+1F3FB U+200D U+2640 U+FE0F,🤽🏻‍♀️,woman playing water polo; light skin tone
U+1F93D U+1F3FB U+200D U+2642 U+FE0F,🤽🏻‍♂️,man playing water polo; light skin tone
U+1F93D U+1F3FC,🤽🏼,person playing water polo; medium-light skin tone
U+1F93D U+1F3FC U+200D U+2640 U+FE0F,🤽🏼‍♀️,woman playing water polo; medium-light skin tone
U+1F93D U+1F3FC U+200D U+2642 U+FE0F,🤽🏼‍♂️,man playing water polo; medium-light skin tone
U+1F93D U+1F3FD,🤽🏽,person playing water polo; medium skin tone
U+1F93D U+1F3FD U+200D U+2640 U+FE0F,🤽🏽‍♀️,woman playing water polo; medium skin tone
U+1F93D U+1F3FD U+200D U+2642 U+FE0F,🤽🏽‍♂️,man playing water polo; medium skin tone
U+1F93D U+1F3FE,🤽🏾,person playing water polo; medium-dark skin tone
U+1F93D U+1F3FE U+200D U+2640 U+FE0F,🤽🏾‍♀️,woman playing water polo; medium-dark skin tone
U+1F93D U+1F3FE U+200D U+2642 U+FE0F,🤽🏾‍♂️,man playing water polo; medium-dark skin tone
U+1F93D U+1F3FF,🤽🏿,person playing water polo; dark skin tone
U+1F93D U+1F3FF U+200D U+2640 U+FE0F,🤽🏿‍♀️,woman playing water polo; dark skin tone
U+1F93D U+1F3FF U+200D U+2642 U+FE0F,🤽🏿‍♂️,man playing water polo; dark skin tone
U+1F93D U+200D U+2640 U+FE0F,🤽‍♀️,woman playing water polo
U+1F93D U+200D U+2642 U+FE0F,🤽‍♂️,man playing water polo
U+1F93E,🤾,person playing handball
U+1F93E U+1F3FB,🤾🏻,person playing handball; light skin tone
U+1F93E U+1F3FB U+200D U+2640 U+FE0F,🤾🏻‍♀️,woman playing handball; light skin tone
U+1F93E U+1F3FB U+200D U+2642 U+FE0F,🤾🏻‍♂️,man playing handball; light skin tone
U+1F93E U+1F3FC,🤾🏼,person playing handball; medium-light skin tone
U+1F93E U+1F3FC U+200D U+2640 U+FE0F,🤾🏼‍♀️,woman playing handball; medium-light skin tone
U+1F93E U+1F3FC U+200D U+2642 U+FE0F,🤾🏼‍♂️,man playing handball; medium-light skin tone
U+1F93E U+1F3FD,🤾🏽,person playing handball; medium skin tone
U+1F93E U+1F3FD U+200D U+2640 U+FE0F,🤾🏽‍♀️,woman playing handball; medium skin tone
U+1F93E U+1F3FD U+200D U+2642 U+FE0F,🤾🏽‍♂️,man playing handball; medium skin tone
U+1F93E U+1F3FE,🤾🏾,person playing handball; medium-dark skin tone
U+1F93E U+1F3FE U+200D U+2640 U+FE0F,🤾🏾‍♀️,woman playing handball; medium-dark skin tone
U+1F93E U+1F3FE U+200D U+2642 U+FE0F,🤾🏾‍♂️,man playing handball; medium-dark skin tone
U+1F93E U+1F3FF,🤾🏿,person playing handball; dark skin tone
U+1F93E U+1F3FF U+200D U+2640 U+FE0F,🤾🏿‍♀️,woman playing handball; dark skin tone
U+1F93E U+1F3FF U+200D U+2642 U+FE0F,🤾🏿‍♂️,man playing handball; dark skin tone
U+1F93E U+200D U+2640 U+FE0F,🤾‍♀️,woman playing handball
U+1F93E U+200D U+2642 U+FE0F,🤾‍♂️,man playing handball
U+1F940,🥀,wilted flower
U+1F941,🥁,drum
U+1F942,🥂,clinking glasses
U+1F943,🥃,tumbler glass
U+1F944,🥄,spoon
